pi.mu^2.I \ thetaD	0	5	10	15	20	25	30	35	40	45	50	55	60	65	70	75	80	85	90
11.70	0.083278812	0.188718839	0.444745615	0.813611005	1.286368816	1.855713042	2.513297438	3.249572735	4.05371381	4.913496298	5.815091768	6.74274217	7.678248577	8.600158201	9.482424935	10.29205785	10.98452675	11.49297721	11.69961907
11.80	0.082473039	0.188661336	0.446307677	0.817706918	1.293961532	1.867726674	2.530596884	3.272949723	4.083872577	4.951038172	5.860498039	6.796354301	7.740244232	8.670520561	9.560900811	10.37809591	11.0771762	11.59068306	11.79954565
11.90	0.081680082	0.188613206	0.447875072	0.82180689	1.301557469	1.879742642	2.547897713	3.296327101	4.114030736	4.988578467	5.905901817	6.849963106	7.802235826	8.740878226	9.63937146	10.4641283	11.16981962	11.68838289	11.89946751
12.00	0.080899604	0.188574125	0.449447591	0.825910758	1.309156485	1.891760823	2.565199824	3.319704791	4.14418823	5.02611715	5.951303091	6.903568592	7.864223379	8.81123123	9.717836924	10.55015507	11.26245705	11.78607676	11.99938466
12.10	0.08013128	0.188543783	0.451025031	0.830018364	1.316758441	1.903781098	2.582503118	3.343082715	4.174345006	5.063654187	5.996701847	6.957170764	7.926206913	8.881579606	9.796297249	10.63617627	11.35508856	11.88376468	12.09929708
12.20	0.079374796	0.188521882	0.452607197	0.834129557	1.324363204	1.915803352	2.599807499	3.3664608	4.204501011	5.101189548	6.042098073	7.010769628	7.988186447	8.951923387	9.874752474	10.72219194	11.44771419	11.9814467	12.19920477
12.30	0.07862985	0.188508131	0.454193902	0.838244188	1.331970644	1.927827472	2.617112876	3.389838973	4.234656194	5.1387232	6.087491757	7.064365186	8.050162001	9.022262603	9.953202637	10.80820214	11.54033398	12.07912284	12.29910772
12.40	0.07789615	0.188502254	0.455784969	0.842362117	1.339580636	1.939853351	2.634419157	3.413217164	4.264810503	5.176255114	6.132882885	7.117957444	8.11213359	9.092597282	10.03164778	10.89420689	11.63294798	12.17679313	12.39900593
12.50	0.077173414	0.188503984	0.457380223	0.846483205	1.34719306	1.951880882	2.651726256	3.436595306	4.294963892	5.213785259	6.178271446	7.171546403	8.174101232	9.16292745	10.11008793	10.98020625	11.72555623	12.2744576	12.49889937
12.60	0.07646137	0.18851306	0.458979498	0.850607322	1.354807796	1.963909964	2.669034088	3.459973331	4.325116311	5.251313605	6.223657426	7.225132066	8.236064942	9.233253134	10.18852312	11.06620025	11.81815877	12.37211627	12.59878805
12.70	0.075759756	0.188529236	0.460582636	0.854734337	1.362424732	1.975940498	2.686342571	3.483351176	4.355267715	5.288840123	6.269040813	7.278714435	8.298024734	9.303574358	10.2669534	11.15218893	11.91075564	12.46976918	12.69867196
12.80	0.075068316	0.18855227	0.462189482	0.858864127	1.370043757	1.987972388	2.703651624	3.506728777	4.385418057	5.326364785	6.314421594	7.332293511	8.35998062	9.373891144	10.34537877	11.23817233	12.00334688	12.56741633	12.79855108
12.90	0.074386807	0.188581931	0.463799887	0.862996572	1.377664764	2.00000554	2.720961171	3.530106073	4.415567294	5.363887563	6.359799755	7.385869294	8.421932613	9.444203515	10.42379929	11.32415047	12.09593253	12.66505776	12.89842541
13.00	0.073714989	0.188617996	0.465413709	0.867131555	1.385287648	2.012039863	2.738271135	3.553483004	4.445715382	5.401408429	6.405175285	7.439441785	8.483880725	9.51451149	10.50221497	11.41012339	12.18851261	12.76269349	12.99829493
13.10	0.073052635	0.188660247	0.46703081	0.871268964	1.392912309	2.02407527	2.755581442	3.576859513	4.475862278	5.438927355	6.450548169	7.493010983	8.545824965	9.584815088	10.58062583	11.49609113	12.28108715	12.86032353	13.09815964
13.20	0.072399521	0.188708478	0.468651056	0.875408688	1.400538648	2.036111675	2.772892021	3.600235543	4.506007941	5.476444316	6.495918395	7.546576887	8.607765344	9.655114329	10.65903191	11.58205369	12.37365619	12.95794791	13.19801951
13.30	0.071755432	0.188762485	0.470274321	0.879550621	1.40816657	2.048148994	2.790202803	3.623611038	4.536152331	5.513959284	6.541285949	7.600139497	8.669701871	9.725409229	10.73743322	11.66801113	12.46621976	13.05556664	13.29787455
13.40	0.071120161	0.188822076	0.471900478	0.883694662	1.415795983	2.060187147	2.807513718	3.646985944	4.566295407	5.551472233	6.586650819	7.65369881	8.731634553	9.795699803	10.81582979	11.75396346	12.55877788	13.15317975	13.39772473
13.50	0.070493506	0.188887062	0.473529409	0.887840709	1.423426797	2.072226055	2.824824702	3.670360209	4.596437131	5.588983139	6.632012992	7.707254825	8.793563398	9.865986067	10.89422164	11.8399107	12.65133058	13.25078724	13.49757005
13.60	0.069875273	0.188957261	0.475160999	0.891988665	1.431058924	2.08426564	2.84213569	3.693733781	4.626577465	5.626491975	6.677372454	7.760807539	8.855488412	9.936268036	10.97260879	11.92585288	12.74387788	13.34838913	13.59741049
13.70	0.069265271	0.189032498	0.476795134	0.896138437	1.438692279	2.096305828	2.859446618	3.71710661	4.656716371	5.663998718	6.722729192	7.814356949	8.917409603	10.00654572	11.05099126	12.01179002	12.83641981	13.44598544	13.69724604
13.80	0.068663319	0.189112602	0.478431708	0.900289933	1.446326779	2.108346547	2.876757425	3.740478648	4.686853812	5.701503342	6.768083192	7.867903053	8.979326974	10.07681914	11.12936906	12.09772214	12.92895639	13.54357617	13.79707668
13.90	0.068069238	0.18919741	0.480070614	0.904443063	1.453962344	2.120387726	2.894068052	3.763849845	4.716989753	5.739005823	6.813434442	7.921445846	9.041240532	10.14708829	11.20774221	12.18364927	13.02148763	13.64116135	13.89690241
14.00	0.067482857	0.189286763	0.481711753	0.908597742	1.461598895	2.132429294	2.91137844	3.787220155	4.747124158	5.776506137	6.858782928	7.974985324	9.103150279	10.2173532	11.28611072	12.26957141	13.11401357	13.73874098	13.9967232
14.10	0.066904009	0.189380507	0.483355025	0.912753885	1.469236355	2.144471186	2.928688532	3.810589532	4.777256993	5.814004261	6.904128637	8.028521485	9.16505622	10.28761387	11.36447462	12.35548859	13.20653421	13.83631508	14.09653905
14.20	0.066332532	0.189478493	0.485000336	0.916911409	1.476874651	2.156513335	2.945998272	3.833957931	4.807388224	5.851500171	6.949471556	8.082054322	9.226958358	10.35787031	11.44283391	12.44140083	13.29904957	13.93388365	14.19634994
14.30	0.06576827	0.189580578	0.486647594	0.921070237	1.484513709	2.168555677	2.963307606	3.857325309	4.837517817	5.888993845	6.994811671	8.135583832	9.288856696	10.42812253	11.52118861	12.52730814	13.39155967	14.0314467	14.29615586
14.40	0.06521107	0.189686621	0.48829671	0.925230289	1.492153459	2.180598149	2.980616481	3.880691622	4.86764574	5.92648526	7.040148968	8.189110009	9.350751234	10.49837054	11.59953872	12.61321052	13.48406453	14.12900425	14.39595679
14.50	0.064660785	0.189796488	0.489947596	0.929391491	1.499793832	2.192640691	2.997924845	3.904056827	4.89777196	5.963974393	7.085483435	8.242632847	9.412641976	10.56861434	11.67788427	12.69910801	13.57656417	14.22655629	14.49575271
14.60	0.06411727	0.189910048	0.491600169	0.933553769	1.50743476	2.204683243	3.015232647	3.927420885	4.927896447	6.001461222	7.130815058	8.296152343	9.474528921	10.63885394	11.75622526	12.78500061	13.66905858	14.32410285	14.59554361
14.70	0.063580388	0.190027175	0.493254347	0.93771705	1.515076179	2.216725747	3.032539837	3.950783754	4.958019168	6.038945725	7.176143823	8.349668489	9.536412071	10.70908934	11.83456169	12.87088833	13.76154779	14.42164391	14.69532948
14.80	0.063050003	0.190147745	0.494910051	0.941881267	1.522718023	2.228768145	3.049846367	3.974145394	4.988140093	6.07642788	7.221469717	8.403181279	9.598291426	10.77932056	11.91289359	12.95677118	13.85403181	14.51917949	14.7951103
14.90	0.062525983	0.19027164	0.496567205	0.946046349	1.530360231	2.240810383	3.067152189	3.997505767	5.018259193	6.113907667	7.266792728	8.456690707	9.660166985	10.84954759	11.99122095	13.04264918	13.94651065	14.6167096	14.89488605
15.00	0.062008202	0.190398745	0.498225734	0.950212231	1.538002742	2.252852406	3.084457257	4.020864835	5.048376438	6.151385063	7.31211284	8.510196768	9.722038748	10.91977044	12.06954378	13.12852233	14.03898431	14.71423424	14.99465672
15.10	0.061496535	0.190528948	0.499885565	0.954378849	1.545645495	2.264894161	3.101761526	4.04422256	5.078491798	6.188860048	7.357430041	8.563699453	9.783906714	10.98998912	12.1478621	13.21439064	14.13145282	14.81175341	15.0944223
15.20	0.060990861	0.190662141	0.501546627	0.958546138	1.553288433	2.276935595	3.11906495	4.067578905	5.108605245	6.226332601	7.402744318	8.617198756	9.845770881	11.06020362	12.2261759	13.30025412	14.22391617	14.90926712	15.19418276
15.30	0.060491064	0.190798218	0.503208853	0.962714038	1.560931499	2.288976659	3.136367485	4.090933835	5.13871675	6.263802702	7.448055656	8.67069467	9.907631247	11.13041395	12.3044852	13.38611277	14.31637438	15.00677536	15.29393808
15.40	0.05999703	0.190937078	0.504872175	0.966882488	1.568574638	2.301017302	3.15366909	4.114287313	5.168826287	6.301270329	7.493364043	8.724187187	9.969487811	11.20062011	12.38278999	13.47196662	14.40882745	15.10427815	15.39368827
15.50	0.059508649	0.191078621	0.506536529	0.971051429	1.576217794	2.313057476	3.170969722	4.137639306	5.198933827	6.338735463	7.538669464	8.7776763	10.03134057	11.2708221	12.46109028	13.55781565	14.50127539	15.20177548	15.49343329
15.60	0.059025812	0.191222753	0.508201852	0.975220804	1.583860915	2.325097134	3.18826934	4.160989779	5.229039343	6.376198085	7.583971907	8.831162002	10.09318952	11.34101993	12.53938608	13.64365987	14.5937182	15.29926736	15.59317313
15.70	0.058548415	0.19136938	0.509868081	0.979390557	1.591503948	2.337136228	3.205567903	4.184338699	5.25914281	6.413658173	7.629271358	8.884644284	10.15503466	11.41121359	12.61767739	13.7294993	14.68615589	15.39675378	15.69290777
15.80	0.058076356	0.191518411	0.511535158	0.983560633	1.599146844	2.349174712	3.222865373	4.207686032	5.2892442	6.451115708	7.674567803	8.938123139	10.21687599	11.48140308	12.69596421	13.81533393	14.77858846	15.49423475	15.7926372
15.90	0.057609536	0.19166976	0.513203024	0.987730979	1.606789552	2.361212544	3.240161709	4.231031746	5.319343488	6.488570672	7.71986123	8.991598558	10.27871349	11.55158841	12.77424654	13.90116377	14.87101593	15.59171026	15.8923614
16.00	0.057147859	0.191823341	0.514871621	0.991901542	1.614432024	2.373249677	3.257456875	4.25437581	5.349440649	6.526023044	7.765151623	9.045070532	10.34054718	11.62176956	12.85252439	13.98698883	14.96343828	15.68918032	15.99208036
16.10	0.05669123	0.191979071	0.516540895	0.996072271	1.622074212	2.38528607	3.274750832	4.277718191	5.379535657	6.563472805	7.810438971	9.098539054	10.40237704	11.69194656	12.93079776	14.07280909	15.05585553	15.78664492	16.09179404
16.20	0.056239559	0.19213687	0.518210793	1.000243116	1.629716069	2.397321681	3.292043545	4.301058859	5.409628487	6.600919937	7.855723259	9.152004115	10.46420307	11.76211938	13.00906664	14.15862458	15.14826767	15.88410406	16.19150245
16.30	0.055792756	0.19229666	0.51988126	1.004414028	1.637357549	2.409356467	3.309334976	4.324397785	5.439719115	6.638364421	7.901004474	9.205465705	10.52602526	11.83228803	13.08733104	14.24443528	15.24067472	15.98155775	16.29120556
16.40	0.055350734	0.192458366	0.521552245	1.00858496	1.644998609	2.421390389	3.32662509	4.347734936	5.469807516	6.675806238	7.946282602	9.258923817	10.58784361	11.90245251	13.16559097	14.3302412	15.33307666	16.07900597	16.39090335
16.50	0.054913409	0.192621914	0.5232237	1.012755864	1.652639204	2.433423407	3.343913854	4.371070286	5.499893667	6.71324537	7.991557631	9.312378441	10.64965812	11.97261281	13.2438464	14.41604233	15.42547351	16.17644873	16.4905958
16.60	0.054480699	0.192787232	0.524895574	1.016926694	1.66027929	2.445455482	3.361201232	4.394403803	5.529977545	6.750681798	8.036829545	9.365829567	10.71146877	12.04276893	13.32209736	14.50183869	15.51786525	16.27388603	16.5902829
16.70	0.054052523	0.192954252	0.52656782	1.021097407	1.667918827	2.457486576	3.37848719	4.417735461	5.560059125	6.788115503	8.082098333	9.419277188	10.77327556	12.11292088	13.40034383	14.58763027	15.6102519	16.37131785	16.68996463
16.80	0.053628803	0.193122905	0.528240391	1.025267956	1.675557772	2.469516651	3.395771697	4.44106523	5.590138385	6.825546469	8.127363981	9.472721292	10.8350785	12.18306864	13.47858582	14.67341707	15.70263344	16.4687442	16.78964098
16.90	0.053209464	0.193293126	0.529913242	1.029438301	1.683196086	2.48154567	3.413054718	4.464393083	5.620215302	6.862974677	8.172626475	9.526161871	10.89687756	12.25321221	13.55682332	14.75919909	15.79500989	16.56616507	16.88931192
17.00	0.05279443	0.193464851	0.531586329	1.033608397	1.690833728	2.493573597	3.430336223	4.487718993	5.650289853	6.900400108	8.217885801	9.579598916	10.95867275	12.32335159	13.63505633	14.84497633	15.88738123	16.66358046	16.98897743
17.10	0.05238363	0.193638018	0.533259607	1.037778205	1.698470659	2.505600396	3.44761618	4.511042932	5.680362017	6.937822747	8.263141946	9.633032415	11.02046405	12.39348677	13.71328484	14.93074878	15.97974747	16.76099036	17.0886375
17.20	0.051976992	0.193812567	0.534933035	1.041947683	1.706106842	2.517626033	3.464894558	4.534364875	5.71043177	6.975242574	8.308394897	9.686462361	11.08225147	12.46361775	13.79150887	15.01651644	16.0721086	16.85839476	17.18829212
17.30	0.051574449	0.193988439	0.53660657	1.046116793	1.713742238	2.529650473	3.482171327	4.557684795	5.740499093	7.012659572	8.353644641	9.739888742	11.14403499	12.53374453	13.86972839	15.10227932	16.16446462	16.95579367	17.28794125
17.40	0.051175932	0.194165576	0.538280173	1.050285494	1.721376811	2.541673683	3.499446456	4.581002666	5.770563962	7.050073725	8.398891163	9.793311549	11.2058146	12.60386709	13.94794342	15.1880374	16.25681553	17.05318708	17.38758489
17.50	0.050781376	0.194343925	0.539953803	1.054453748	1.729010526	2.553695629	3.516719916	4.604318463	5.800626356	7.087485014	8.444134451	9.846730771	11.26759031	12.67398544	14.02615393	15.27379069	16.34916133	17.15057498	17.48722301
17.60	0.050390718	0.194523429	0.541627423	1.05862152	1.736643345	2.565716279	3.533991678	4.627632161	5.830686255	7.124893423	8.489374491	9.900146399	11.32936209	12.74409957	14.10435994	15.35953918	16.44150201	17.24795736	17.5868556
17.70	0.050003894	0.194704037	0.543300992	1.06278877	1.744275235	2.577735601	3.551261713	4.650943734	5.860743638	7.162298935	8.534611269	9.953558423	11.39112995	12.81420948	14.18256144	15.44528287	16.53383756	17.34533422	17.68648264
17.80	0.049620844	0.194885698	0.544974476	1.066955464	1.75190616	2.589753562	3.568529993	4.674253158	5.890798484	7.199701533	8.579844772	10.00696683	11.45289388	12.88431515	14.26075842	15.53102176	16.62616799	17.44270554	17.78610411
17.90	0.049241508	0.195068361	0.546647836	1.071121567	1.759536089	2.601770133	3.585796491	4.69756041	5.920850772	7.237101199	8.625074988	10.06037161	11.51465387	12.95441658	14.33895087	15.61675583	16.71849329	17.54007134	17.88571999
18.00	0.048865828	0.195251979	0.548321038	1.075287043	1.767164986	2.613785282	3.603061178	4.720865465	5.950900483	7.274497918	8.670301901	10.11377276	11.5764099	13.02451377	14.4171388	15.70248509	16.81081345	17.63743159	17.98533027
18.10	0.048493748	0.195436503	0.549994046	1.079451858	1.774792821	2.625798979	3.620324029	4.744168299	5.980947595	7.311891673	8.7155255	10.16717026	11.63816198	13.09460671	14.49532219	15.78820952	16.90312847	17.73478628	18.08493492
18.20	0.048125212	0.195621888	0.551666827	1.083615979	1.78241956	2.637811196	3.637585015	4.76746889	6.010992091	7.349282447	8.760745771	10.2205641	11.69991009	13.16469539	14.57350105	15.87392914	16.99543834	17.83213542	18.18453392
18.30	0.047760166	0.19580809	0.553339346	1.087779374	1.790045173	2.649821902	3.654844112	4.790767214	6.041033948	7.386670224	8.805962699	10.27395428	11.76165423	13.23477981	14.65167536	15.95964392	17.08774306	17.929479	18.28412727
18.40	0.047398556	0.195995064	0.555011572	1.091942009	1.797669629	2.661831069	3.672101293	4.814063249	6.071073149	7.424054987	8.851176273	10.32734078	11.82339439	13.30485995	14.72984512	16.04535387	17.18004262	18.02681699	18.38371493
18.50	0.047040333	0.196182767	0.556683471	1.096103854	1.805292897	2.673838669	3.689356533	4.837356971	6.101109674	7.461436721	8.896386478	10.38072358	11.88513055	13.37493582	14.80801032	16.13105897	17.27233702	18.12414941	18.48329689
18.60	0.046685444	0.19637116	0.558355013	1.100264876	1.812914947	2.685844674	3.706609806	4.86064836	6.131143503	7.498815408	8.941593302	10.43410269	11.94686271	13.4450074	14.88617096	16.21675923	17.36462624	18.22147623	18.58287314
18.70	0.046333841	0.1965602	0.560026166	1.104425047	1.82053575	2.697849057	3.723861087	4.883937392	6.161174618	7.536191034	8.986796731	10.48747809	12.00859087	13.51507468	14.96432702	16.30245463	17.45691029	18.31879744	18.68244364
18.80	0.045985475	0.19674985	0.5616969	1.108584334	1.828155277	2.70985179	3.741110353	4.907224047	6.191203	7.573563582	9.031996751	10.54084976	12.070315	13.58513767	15.04247852	16.38814517	17.54918915	18.41611305	18.7820084
18.90	0.045640299	0.196940069	0.563367186	1.11274271	1.8357735	2.721852847	3.758357578	4.930508301	6.221228631	7.610933037	9.07719335	10.59421771	12.13203511	13.65519634	15.12062542	16.47383085	17.64146282	18.51342304	18.88156737
19.00	0.045298268	0.197130822	0.565036994	1.116900144	1.843390389	2.733852202	3.77560274	4.953790136	6.25125149	7.648299382	9.122386514	10.6475819	12.19375117	13.7252507	15.19876774	16.55951165	17.73373128	18.6107274	18.98112055
19.10	0.044959335	0.197322072	0.566706295	1.121056609	1.851005919	2.745849829	3.792845813	4.977069528	6.281271562	7.685662602	9.16757623	10.70094234	12.2554632	13.79530074	15.27690546	16.64518756	17.82599454	18.70802612	19.08066793
19.20	0.044623458	0.197513783	0.568375063	1.125212077	1.858620062	2.757845702	3.810086776	5.000346458	6.311288826	7.723022681	9.212762484	10.75429902	12.31717116	13.86534644	15.35503857	16.73085859	17.91825259	18.80531919	19.18020946
19.30	0.044290593	0.197705921	0.570043268	1.129366518	1.86623279	2.769839796	3.827325605	5.023620905	6.341303266	7.760379603	9.257945264	10.80765192	12.37887506	13.93538779	15.43316707	16.81652472	18.01050541	18.9026066	19.27974515
19.40	0.043960697	0.197898451	0.571710885	1.133519908	1.873844078	2.781832086	3.844562276	5.046892848	6.371314862	7.797733354	9.303124556	10.86100103	12.44057489	14.0054248	15.51129094	16.90218594	18.102753	18.99988834	19.37927497
19.50	0.04363373	0.198091341	0.573377886	1.137672218	1.881453899	2.793822549	3.861796769	5.070162268	6.401323598	7.835083917	9.348300347	10.91434633	12.50227063	14.07545745	15.58941019	16.98784226	18.19499534	19.0971644	19.47879891
19.60	0.043309651	0.19828456	0.575044245	1.141823422	1.889062228	2.805811159	3.87902906	5.093429144	6.431329456	7.872431278	9.393472624	10.96768783	12.56396227	14.14548573	15.6675248	17.07349365	18.28723244	19.19443477	19.57831693
19.70	0.04298842	0.198478074	0.576709938	1.145973496	1.89666904	2.817797893	3.896259128	5.116693456	6.461332418	7.909775421	9.438641373	11.02102551	12.62564981	14.21550964	15.74563476	17.15914011	18.37946428	19.29169944	19.67782903
19.80	0.04267	0.198671855	0.578374938	1.150122412	1.904274309	2.829782727	3.91348695	5.139955186	6.491332467	7.94711633	9.483806581	11.07435935	12.68733324	14.28552915	15.82374007	17.24478163	18.47169085	19.3889584	19.77733519
19.90	0.042354351	0.198865872	0.580039222	1.154270146	1.911878012	2.841765639	3.930712506	5.163214312	6.521329586	7.984453992	9.528968236	11.12768934	12.74901254	14.35554428	15.90184071	17.33041821	18.56391215	19.48621163	19.87683538
20.00	0.042041437	0.199060095	0.581702765	1.158416674	1.919480124	2.853746605	3.947935774	5.186470817	6.551323757	8.02178839	9.574126324	11.18101548	12.8106877	14.425555	15.97993668	17.41604983	18.65612816	19.58345913	19.97632959
